שם יישוב,שם יישוב,סמל,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2013,יהודים ואחרים,יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,תעתיק פרסומים,שנת עיבוד,שדה לקישור
מבוא מודיעים,מבוא מודיעים,1141,MEVO MODI'IM                                      ,4,43,431,25,142,1,252,0.3,0.3,,1964                ,370,8,1989164897,210,424,5290,Mevo Modi'im,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1141
מבואות ים,מבואות ים,1318,MEVO'OT YAM                                       ,4,41,411,16,141,1,457,0.4,0.4,,1954                ,340,,1878270108,3,409,5120,Mevo'ot Yam,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1318
מבועים,מבועים,1080,MABBU'IM                                          ,6,62,621,42,,1,1133,1.1,1.1,,1958                ,350,,1671959544,170,653,3482,Mabbu'im,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1080
מבטחים,מבטחים,829,MIVTAHIM                                          ,6,62,622,38,,1,390,0.4,0.4,,1950                ,310,1,1435757236,130,653,3430,Mivtahim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=829
מבקיעים,מבקיעים,573,MAVQI'IM                                          ,6,61,614,36,,1,388,0.4,0.4,,1949                ,310,6,1599161459,57,633,3840,Mavqi'im,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=573
מבשרת ציון,מבשרת ציון,1015,MEVASSERET ZIYYON                                 ,1,11,111,99,444,1,24638,24.6,23.4,,1951                ,160,,2144363412,717,152,6129,Mevasseret Ziyyon,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1015
מג'ד אל-כרום,מג'ד אל-כרום,516,MAJD AL-KURUM                                     ,2,24,242,99,,2,14249,,,14.2,,270,,2241375847,242,260,1310,Majd Al-Kurum,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=516
מג'דל שמס,מג'דל שמס,4201,MAJDAL SHAMS                                      ,2,29,291,99,,2,10340,,,10.3,,270,,2721679676,1230,256,1270,Majdal Shams,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=4201
מגאר,מגאר,481,MUGHAR                                            ,2,22,222,99,,2,21122,,,21.1,,260,,2389075473,148,251,1240,Mughar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=481
מגדים,מגדים,689,MEGADIM                                           ,3,32,321,15,223,1,1245,1.2,1.2,,1949                ,310,1,1964273727,15,303,1182,Megadim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=689
מגדל,מגדל,65,MIGDAL                                            ,2,22,221,99,,1,1795,1.8,1.7,,1910                ,350,,2475774922,-85,251,1240,Migdal,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=65
מגדל העמק,מגדל העמק,874,MIGDAL HAEMEQ                                     ,2,23,237,0,,1,24810,24.8,22.7,,1952                ,160,,2230973150,212,221,1440,Migdal HaEmeq,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=874
מגדל עוז,מגדל עוז,3561,MIGDAL OZ                                         ,7,76,,76,445,1,505,0.5,0.5,,1977                ,330,3,2135761642,939,714,4352,Migdal Oz,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3561
מגדל תפן,,1722,,2,24,243,99,,,,,,,,520,,2261776449,,255,1320,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1722
מגדלים,מגדלים,3751,MIGDALIM                                          ,7,72,,72,,1,150,0.1,0.1,,1983                ,370,11,2324666631,779,710,4164,Migdalim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3751
מגידו,מגידו,586,MEGIDDO                                           ,2,23,234,13,,1,826,0.8,0.8,,1949                ,330,15,2171172064,154,254,1420,Megiddo,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=586
מגל,מגל,375,MAGGAL                                            ,3,32,324,14,,1,1002,1.0,1.0,,1953                ,330,15,2033869911,72,351,1450,Maggal,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=375
מגן,מגן,695,MAGEN                                             ,6,62,622,38,,1,521,0.5,0.5,,1949                ,330,15,1454357893,119,653,3430,Magen,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=695
מגן שאול,מגן שאול,1155,MAGEN SHA'UL                                      ,2,23,234,8,,1,512,0.5,0.4,,1976                ,310,1,2291571410,82,204,1420,Magen Sha'ul,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1155
מגשימים,מגשימים,722,MAGSHIMIM                                         ,4,42,422,20,132,1,1032,1.0,1.0,,1949                ,310,10,1906166151,50,417,5130,Magshimim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=722
מדרך עוז,מדרך עוז,2029,MIDRAKH OZ                                        ,2,23,234,13,,1,668,0.7,0.7,,1952                ,310,1,2151572230,128,254,1420,Midrakh Oz,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=2029
מדרשת בן גוריון,מדרשת בן גוריון,1140,MIDRESHET BEN GURION                              ,6,62,626,48,,1,1637,1.6,1.5,,1965                ,350,,1790952918,473,620,3450,Midreshet Ben Gurion,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1140
מדרשת רופין,מדרשת רופין,897,MIDRESHET RUPPIN                                  ,4,41,411,16,141,1,217,0.2,0.2,,1948                ,340,,1919269429,25,409,5120,Midreshet Ruppin,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=897
מודיעין-מכבים-רעות*,מודיעין-מכבים-רעות*,1200,MODI'IN-MAKKABBIM-RE'UT                           ,4,43,431,0,142,1,85426,85.4,83.8,,1986                ,150,,2013064473,209,420,5290,Modi'in-Makkabbim-Re'ut,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1200
מודיעין עילית,מודיעין עילית,3797,MODI'IN ILLIT                                     ,7,74,,0,,1,60046,60.0,60.0,,1996                ,150,,2035964873,283,730,4354,Modi'in Illit,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3797
מולדה*,מולדה*,1360,MOLADA*                                           ,6,62,623,69,,2,238,,,0.2,,450,,1971857373,428,624,3481,Molada*,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1360
מולדת,מולדת,269,MOLEDET                                           ,2,23,233,8,,1,956,1.0,0.9,,1937                ,320,1,2416372136,63,204,1420,Moledet,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=269
מוצא עילית,מוצא עילית,208,MOZA ILLIT                                        ,1,11,111,26,444,1,939,0.9,0.9,,1933                ,350,,2150263345,637,151,6129,Moza Illit,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=208
מוקייבלה,מוקייבלה,635,MUQEIBLE                                          ,2,23,234,8,,2,3513,,,3.5,,290,,2280771334,88,204,1420,Muqeible,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=635
מורן,מורן,1163,MORAN                                             ,2,24,242,56,,1,444,0.4,0.4,,1977                ,330,15,2372075844,326,205,1310,Moran,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1163
מורשת,מורשת,1178,MORESHET                                          ,2,24,241,56,241,1,1339,1.3,1.3,,1981                ,370,11,2221774795,310,205,1360,Moreshet,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1178
מזור,מזור,606,MAZOR                                             ,4,42,422,25,142,1,1319,1.3,1.3,,1949                ,310,1,1931066207,54,424,5130,Mazor,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=606
מזכרת בתיה,מזכרת בתיה,28,MAZKERET BATYA                                    ,4,44,441,99,143,1,11187,11.2,11.1,,1883                ,170,,1852464000,62,453,5230,Mazkeret Batya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=28
"מזרח השרון מ""א 16",,1879,,4,41,412,16,,,,,,,,530,,2001069530,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1879
"מזרח השרון מ""א 18",,1880,,4,41,412,18,,,,,,,,530,,2002068950,,,,,,http://gis/Yeshuvim_allyears/start.aspx?stl=1880
מזרע,מזרע,104,MIZRA                                             ,2,23,234,9,,1,594,0.6,0.6,,1923                ,330,15,2271472850,99,254,1420,Mizra,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=104
מזרעה,מזרעה,517,MAZRA'A                                           ,2,24,245,99,241,2,3547,,,3.5,,290,,2095476542,15,201,1350,Mazra'a,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=517
מחולה,מחולה,3599,MEHOLA                                            ,7,75,,75,,1,436,0.4,0.4,,1968                ,310,2,2486869685,-177,712,4164,Mehola,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3599
מחנה הילה*,,1411,MAHANE HILLA,4,44,442,27,143,5,,,,,,510,,1710064600,,499,5230,Mahane Hilla,Mahane Hilla,http://gis/Yeshuvim_allyears/start.aspx?stl=1411
מחנה טלי*,,1418,MAHANE TALI,6,62,626,48,,5,,,,,,510,,1680051800,,699,3450,Mahane Tali,Mahane Tali,http://gis/Yeshuvim_allyears/start.aspx?stl=1418
מחנה יהודית*,,1413,MAHANE YEHUDIT,2,23,234,9,,5,,,,,,510,,2170073000,,299,1440,Mahane Yehudit,Mahane Yehudit,http://gis/Yeshuvim_allyears/start.aspx?stl=1413
מחנה יוכבד*,,1416,MAHANE YOKHEVED,6,62,627,53,,5,,,,,,510,,1930042700,,699,3460,Mahane Yokheved,Mahane Yokheved,http://gis/Yeshuvim_allyears/start.aspx?stl=1416
מחנה יפה*,,1415,MAHANE YAFA,6,62,622,42,,5,,,,,,510,,1690057000,,699,3440,Mahane Yafa,Mahane Yafa,http://gis/Yeshuvim_allyears/start.aspx?stl=1415
מחנה יתיר,מחנה יתיר,1196,MAHANE YATTIR                                     ,6,62,623,,,1,140,0.1,0.1,,1979                ,350,,2057258396,653,699,3481,Mahane Yattir,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1196
מחנה מרים*,,1414,MAHANE MIRYAM,6,61,611,33,,5,,,,,,510,,1740062900,,699,3830,Mahane Miryam,Mahane Miryam,http://gis/Yeshuvim_allyears/start.aspx?stl=1414
מחנה עדי*,,1417,MAHANE ADI,6,62,623,,,5,,,,,,510,,2030056900,,699,3481,Mahane Adi,Mahane Adi,http://gis/Yeshuvim_allyears/start.aspx?stl=1417
מחנה תל נוף*,,1412,MAHANE TEL NOF,4,44,441,28,143,5,,,,,,510,,1830063800,,499,5230,Mahane Tel Nof,Mahane Tel Nof,http://gis/Yeshuvim_allyears/start.aspx?stl=1412
מחניים,מחניים,308,MAHANAYIM                                         ,2,21,213,1,,1,573,0.6,0.6,,1939                ,330,15,2536376606,264,253,1220,Mahanayim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=308
מחסיה,מחסיה,776,MAHSEYA                                           ,1,11,112,26,444,1,407,0.4,0.4,,1950                ,310,2,2007762837,251,151,7004,Mahseya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=776
מטולה,מטולה,43,METULA                                            ,2,21,211,99,,1,1564,1.5,1.5,,1896                ,350,,2541579817,442,259,1210,Metula,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=43
מטע,מטע,822,MATTA                                             ,1,11,111,26,444,1,821,0.8,0.8,,1950                ,310,1,2059662505,607,151,7004,Matta,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=822
מי עמי,מי עמי,1128,ME AMMI                                           ,3,32,323,14,,1,331,0.3,0.3,,1963                ,310,6,2141671229,463,351,1470,Me Ammi,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1128
מיטב,מיטב,2054,METAV                                             ,2,23,234,8,,1,450,0.4,0.4,,1954                ,310,1,2285071685,72,204,1420,Metav,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=2054
מייסר,מייסר,649,MEISER                                            ,3,32,323,14,,2,1812,,,1.8,,450,,2041670564,57,351,1450,Meiser,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=649
מיצר,מיצר,4019,MEZAR                                             ,2,29,294,71,,1,151,0.2,0.2,,1981                ,330,15,2692674150,359,219,1270,Mezar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=4019
מירב,מירב,1282,MERAV                                             ,2,23,231,7,,1,622,0.6,0.6,,1987                ,330,3,2399170654,395,202,1430,Merav,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1282
מירון,מירון,607,MERON                                             ,2,21,212,2,,1,888,0.9,0.9,,1949                ,310,2,2414776580,693,209,1230,Meron,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=607
מישר,מישר,731,MESHAR                                            ,4,44,441,32,143,1,777,0.8,0.8,,1950                ,310,10,1768163624,52,456,5230,Meshar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=731
מיתר,מיתר,1268,METAR                                             ,6,62,623,99,342,1,6948,6.9,6.8,,1984                ,180,,1942358159,457,615,3481,Metar,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1268
מכורה,מכורה,3614,MEKHORA                                           ,7,75,,75,,1,129,0.1,0.1,,1973                ,310,10,2399967414,211,712,4164,Mekhora,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=3614
מכחול,מכחול,1343,MAKCHUL                                           ,6,62,623,69,,2,321,,,0.3,,450,,2061057735,533,624,3481,Makchul,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1343
מכמורת,מכמורת,382,MIKHMORET                                         ,4,41,411,16,141,1,1248,1.2,1.2,,1945                ,310,1,1883170142,12,409,5120,Mikhmoret,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=382
מכמנים,מכמנים,1202,MIKHMANNIM                                        ,2,24,242,56,,1,401,0.4,0.4,,1980                ,370,7,2309975686,498,205,1310,Mikhmannim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1202
מלאה,מלאה,164,MELE'A                                            ,2,23,234,8,,1,360,0.4,0.4,,1956                ,310,1,2225471884,66,204,1420,Mele'a,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=164
מלילות,מלילות,2044,MELILOT                                           ,6,62,621,39,,1,237,0.2,0.2,,1953                ,310,2,1615158878,112,653,3482,Melilot,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=2044
מלכייה,מלכייה,596,MALKIYYA                                          ,2,21,212,1,,1,467,0.5,0.4,,1949                ,330,15,2480477844,652,253,1210,Malkiyya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=596
מלכישוע,מלכישוע,1154,MALKISHUA                                         ,2,23,231,7,,1,150,0.1,0.1,,1976                ,340,,2391070498,517,202,1430,Malkishua,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1154
מנוחה,מנוחה,2030,MENUHA                                            ,6,61,611,50,,1,508,0.5,0.5,,1953                ,310,1,1789461842,103,634,3820,Menuha,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=2030
מנוף,מנוף,1174,MANOF                                             ,2,24,241,56,241,1,705,0.7,0.7,,1980                ,310,10,2224575096,387,205,1360,Manof,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1174
מנות,מנות,1205,MANOT                                             ,2,24,243,52,,1,355,0.4,0.3,,1980                ,310,1,2185477151,243,255,1350,Manot,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1205
מנחמיה,מנחמיה,48,MENAHEMYA                                         ,2,22,221,7,,1,1022,1.0,1.0,,1902                ,350,,2523473022,-154,202,1240,Menahemya,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=48
מנרה,מנרה,347,MENARA                                            ,2,21,212,1,,1,237,0.2,0.2,,1943                ,330,15,2511778903,848,253,1210,Menara,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=347
מנשית זבדה,מנשית זבדה,994,MANSHIYYET ZABDA                                  ,2,25,237,9,,2,1142,,,1.1,,450,,2184573467,104,254,1440,Manshiyyet Zabda,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=994
מסד,מסד,1258,MASSAD                                            ,2,22,222,3,,1,333,0.3,0.3,,1983                ,370,13,2398774991,271,206,1240,Massad,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1258
מסדה,מסדה,263,MASSADA                                           ,2,22,221,6,,1,377,0.4,0.4,,1937                ,330,15,2563973220,-191,214,1240,Massada,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=263
מסילות,מסילות,298,MESILLOT                                          ,2,23,231,7,,1,458,0.5,0.5,,1938                ,330,15,2448071130,-112,202,1430,Mesillot,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=298
מסילת ציון,מסילת ציון,742,MESILLAT ZIYYON                                   ,1,11,112,26,444,1,1209,1.2,1.2,,1950                ,310,1,2011563441,303,151,7004,Mesillat Ziyyon,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=742
מסלול,מסלול,748,MASLUL                                            ,6,62,622,42,344,1,727,0.7,0.7,,1950                ,310,1,1609258159,110,653,3430,Maslul,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=748
מסעדה,מסעדה,4203,MAS'ADE                                           ,2,29,292,99,,2,3375,,,3.4,,290,,2709879298,1034,256,1270,Mas'ade,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=4203
מסעודין אל-עזאזמה (שבט),,939,MAS'UDIN AL-'AZAZME,6,62,623,,,3,,,,,,460,,1823056730,,699,3481,,,http://gis/Yeshuvim_allyears/start.aspx?stl=939
מעברות,מעברות,197,MA'BAROT                                          ,4,41,411,16,141,1,916,0.9,0.9,,1933                ,330,15,1912669668,14,409,5120,Ma'barot,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=197
מעגלים,מעגלים,1082,MA'GALIM                                          ,6,62,621,39,,1,1974,2.0,2.0,,1958                ,350,,1618358958,127,653,3482,Ma'galim,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=1082
מעגן,מעגן,678,MA'AGAN                                           ,2,22,221,6,,1,348,0.3,0.3,,1949                ,330,15,2565673472,-199,214,1240,Ma'agan,2013,http://gis/Yeshuvim_allyears/start.aspx?stl=678
